order_id,customers,order_date,city,state,quantity,revenue,product_name,category_name,store_name,total_discount,Net Revenue
937,Melanie Hayes,6/11/2017,Liverpool,NY,2,4999.98,Surly Karate Monkey 27.5+ Frameset - 2017,Mountain Bikes,Baldwin Bikes,$350,"$4,650"
937,Melanie Hayes,6/11/2017,Liverpool,NY,2,9999.98,Trek Madone 9.2 - 2017,Road Bikes,Baldwin Bikes,$700,"$9,300"
937,Melanie Hayes,6/11/2017,Liverpool,NY,2,12999.98,Trek Silque SLR 8 Women's - 2017,Road Bikes,Baldwin Bikes,$910,"$12,090"
938,Walton Dejesus,6/11/2017,Lockport,NY,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,$13,$256
938,Walton Dejesus,6/11/2017,Lockport,NY,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,$145,"$2,755"
939,Hugh Craft,6/11/2017,Centereach,NY,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,$132,"$1,189"
939,Hugh Craft,6/11/2017,Centereach,NY,2,833.98,Sun Bicycles Cruz 7 - 2017,Comfort Bicycles,Baldwin Bikes,$167,$667
940,Chasidy Webster,6/12/2017,Rocklin,CA,2,1199.98,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Cruisers Bicycles,Santa Cruz Bikes,$240,$960
941,Genny Hensley,6/12/2017,Redondo Beach,CA,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Santa Cruz Bikes,$50,$450
941,Genny Hensley,6/12/2017,Redondo Beach,CA,2,979.98,Electra Townie Original 7D - 2017,Comfort Bicycles,Santa Cruz Bikes,$49,$931
941,Genny Hensley,6/12/2017,Redondo Beach,CA,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Cruz Bikes,$235,"$3,127"
942,Carter Bentley,6/13/2017,Carmel,NY,2,979.98,Electra Straight 8 3i (20-inch) - Boy's - 2017,Children Bicycles,Baldwin Bikes,$49,$931
942,Carter Bentley,6/13/2017,Carmel,NY,1,489.99,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Children Bicycles,Baldwin Bikes,$24,$465
942,Carter Bentley,6/13/2017,Carmel,NY,2,941.98,Sun Bicycles Drifter 7 - 2017,Comfort Bicycles,Baldwin Bikes,$94,$848
942,Carter Bentley,6/13/2017,Carmel,NY,2,1665.98,Sun Bicycles Spider 3i - 2017,Mountain Bikes,Baldwin Bikes,$117,"$1,549"
942,Carter Bentley,6/13/2017,Carmel,NY,1,551.99,Sun Bicycles Streamway 3 - 2017,Comfort Bicycles,Baldwin Bikes,$28,$524
943,Daphine Willis,6/13/2017,Farmingdale,NY,1,659.99,Electra Amsterdam Original 3i Ladies' - 2017,Cruisers Bicycles,Baldwin Bikes,$132,$528
943,Daphine Willis,6/13/2017,Farmingdale,NY,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,$100,$400
944,Jone Bernard,6/14/2017,Anaheim,CA,2,1319.98,Electra Amsterdam Original 3i - 2015/2017,Cruisers Bicycles,Santa Cruz Bikes,$264,"$1,056"
944,Jone Bernard,6/14/2017,Anaheim,CA,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Santa Cruz Bikes,$120,"$1,080"
944,Jone Bernard,6/14/2017,Anaheim,CA,2,659.98,Haro Downtown 16 - 2017,Children Bicycles,Santa Cruz Bikes,$132,$528
944,Jone Bernard,6/14/2017,Anaheim,CA,2,833.98,Sun Bicycles Cruz 7 - 2017,Cruisers Bicycles,Santa Cruz Bikes,$58,$776
944,Jone Bernard,6/14/2017,Anaheim,CA,2,1999.98,Trek X-Caliber 8 - 2017,Mountain Bikes,Santa Cruz Bikes,$140,"$1,860"
945,Loreta Johnston,6/14/2017,Spring Valley,NY,2,499.98,Haro Shredder Pro 20 - 2017,Children Bicycles,Baldwin Bikes,$100,$400
945,Loreta Johnston,6/14/2017,Spring Valley,NY,2,1079.98,Haro SR 1.1 - 2017,Mountain Bikes,Baldwin Bikes,$108,$972
945,Loreta Johnston,6/14/2017,Spring Valley,NY,1,533.99,Sun Bicycles Streamway 7 - 2017,Comfort Bicycles,Baldwin Bikes,$27,$507
945,Loreta Johnston,6/14/2017,Spring Valley,NY,2,939.98,Trek Session DH 27.5 Carbon Frameset - 2017,Mountain Bikes,Baldwin Bikes,$47,$893
945,Loreta Johnston,6/14/2017,Spring Valley,NY,2,11999.98,Trek Silque SLR 7 Women's - 2017,Road Bikes,Baldwin Bikes,$600,"$11,400"
946,Andreas Mayer,6/14/2017,New Rochelle,NY,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,$108,$432
946,Andreas Mayer,6/14/2017,New Rochelle,NY,2,659.98,Haro Downtown 16 - 2017,Children Bicycles,Baldwin Bikes,$132,$528
946,Andreas Mayer,6/14/2017,New Rochelle,NY,1,3499.99,Trek Boone 7 - 2017,Cyclocross Bicycles,Baldwin Bikes,$175,"$3,325"
946,Andreas Mayer,6/14/2017,New Rochelle,NY,2,10999.98,Trek Domane SLR 6 Disc - 2017,Road Bikes,Baldwin Bikes,$770,"$10,230"
946,Andreas Mayer,6/14/2017,New Rochelle,NY,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,$400,"$3,600"
947,Myesha Burgess,6/15/2017,Campbell,CA,1,539.99,Haro SR 1.1 - 2017,Mountain Bikes,Santa Cruz Bikes,$38,$502
947,Myesha Burgess,6/15/2017,Campbell,CA,1,469.99,Trek Farley Alloy Frameset - 2017,Mountain Bikes,Santa Cruz Bikes,$23,$446
947,Myesha Burgess,6/15/2017,Campbell,CA,2,4599.98,Trek Fuel EX 5 27.5 Plus - 2017,Mountain Bikes,Santa Cruz Bikes,$322,"$4,278"
948,Skye Pope,6/15/2017,Richmond Hill,NY,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,$120,$480
948,Skye Pope,6/15/2017,Richmond Hill,NY,1,339.99,Electra Townie 7D (20-inch) - Boys' - 2017,Children Bicycles,Baldwin Bikes,$68,$272
948,Skye Pope,6/15/2017,Richmond Hill,NY,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,$120,"$1,080"
948,Skye Pope,6/15/2017,Richmond Hill,NY,2,419.98,Haro Shredder 20 - 2017,Children Bicycles,Baldwin Bikes,$84,$336
948,Skye Pope,6/15/2017,Richmond Hill,NY,2,1239.98,Sun Bicycles Biscayne Tandem 7 - 2017,Cruisers Bicycles,Baldwin Bikes,$248,$992
949,Rosalva Hamilton,6/16/2017,Campbell,CA,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Santa Cruz Bikes,$600,"$5,400"
949,Rosalva Hamilton,6/16/2017,Campbell,CA,2,5399.98,Trek Domane S 6 - 2017,Road Bikes,Santa Cruz Bikes,$270,"$5,130"
950,Nicholas Vazquez,6/16/2017,West Hempstead,NY,1,5499.99,Trek Domane SLR 6 Disc - 2017,Road Bikes,Baldwin Bikes,$275,"$5,225"
951,Tamela Harrell,6/16/2017,Central Islip,NY,2,6999.98,Trek Boone 7 - 2017,Cyclocross Bicycles,Baldwin Bikes,"$1,400","$5,600"
951,Tamela Harrell,6/16/2017,Central Islip,NY,1,2599.99,Trek Domane S 5 Disc - 2017,Road Bikes,Baldwin Bikes,$260,"$2,340"
951,Tamela Harrell,6/16/2017,Central Islip,NY,2,10599.98,Trek Fuel EX 9.8 27.5 Plus - 2017,Mountain Bikes,Baldwin Bikes,"$1,060","$9,540"
952,Arvilla Weiss,6/16/2017,Bay Shore,NY,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,$84,"$1,116"
952,Arvilla Weiss,6/16/2017,Bay Shore,NY,1,1999.99,Trek Emonda S 5 - 2017,Road Bikes,Baldwin Bikes,$100,"$1,900"
953,Nicki Larson,6/16/2017,Monsey,NY,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,$42,$558
954,Ashleigh Frank,6/17/2017,Levittown,NY,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,$580,"$5,220"
955,Phebe Turner,6/17/2017,Sunnyside,NY,1,349.99,Electra Moto 3i (20-inch) - Boy's - 2017,Children Bicycles,Baldwin Bikes,$17,$332
955,Phebe Turner,6/17/2017,Sunnyside,NY,2,3265.98,Surly Wednesday - 2017,Mountain Bikes,Baldwin Bikes,$229,"$3,037"
955,Phebe Turner,6/17/2017,Sunnyside,NY,1,3499.99,Trek Boone Race Shop Limited - 2017,Cyclocross Bicycles,Baldwin Bikes,$700,"$2,800"
955,Phebe Turner,6/17/2017,Sunnyside,NY,1,5299.99,Trek Fuel EX 9.8 27.5 Plus - 2017,Mountain Bikes,Baldwin Bikes,$530,"$4,770"
955,Phebe Turner,6/17/2017,Sunnyside,NY,1,189.99,Trek Precaliber 12 Girls - 2017,Children Bicycles,Baldwin Bikes,$9,$180
956,Annabelle Hebert,6/17/2017,Spring Valley,NY,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,$108,$432
956,Annabelle Hebert,6/17/2017,Spring Valley,NY,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,$60,$240
956,Annabelle Hebert,6/17/2017,Spring Valley,NY,2,599.98,"Electra Girl's Hawaii 1 16"" - 2017",Cruisers Bicycles,Baldwin Bikes,$60,$540
956,Annabelle Hebert,6/17/2017,Spring Valley,NY,2,805.98,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,Cruisers Bicycles,Baldwin Bikes,$81,$725
956,Annabelle Hebert,6/17/2017,Spring Valley,NY,2,1499.98,Sun Bicycles Brickell Tandem 7 - 2017,Cruisers Bicycles,Baldwin Bikes,$150,"$1,350"
957,Camila Carroll,6/17/2017,San Antonio,TX,2,1319.98,Electra Amsterdam Original 3i - 2015/2017,Cruisers Bicycles,Rowlett Bikes,$66,"$1,254"
957,Camila Carroll,6/17/2017,San Antonio,TX,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Rowlett Bikes,$38,$502
957,Camila Carroll,6/17/2017,San Antonio,TX,2,899.98,Sun Bicycles Cruz 3 - Women's - 2017,Comfort Bicycles,Rowlett Bikes,$45,$855
957,Camila Carroll,6/17/2017,San Antonio,TX,1,470.99,Sun Bicycles Drifter 7 - Women's - 2017,Comfort Bicycles,Rowlett Bikes,$24,$447
957,Camila Carroll,6/17/2017,San Antonio,TX,1,250.99,Sun Bicycles Revolutions 24 - 2017,Cruisers Bicycles,Rowlett Bikes,$18,$233
958,Shona Mcmillan,6/18/2017,Apple Valley,CA,1,299.99,"Electra Girl's Hawaii 1 16"" - 2017",Cruisers Bicycles,Santa Cruz Bikes,$60,$240
958,Shona Mcmillan,6/18/2017,Apple Valley,CA,1,6499.99,Trek Silque SLR 8 Women's - 2017,Road Bikes,Santa Cruz Bikes,$650,"$5,850"
959,Rita Bailey,6/18/2017,Ossining,NY,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,$106,$424
959,Rita Bailey,6/18/2017,Ossining,NY,1,1469.99,Haro Shift R3 - 2017,Mountain Bikes,Baldwin Bikes,$73,"$1,396"
959,Rita Bailey,6/18/2017,Ossining,NY,1,619.99,Sun Bicycles Biscayne Tandem 7 - 2017,Cruisers Bicycles,Baldwin Bikes,$62,$558
959,Rita Bailey,6/18/2017,Ossining,NY,1,346.99,Sun Bicycles Lil Bolt Type-R - 2017,Cruisers Bicycles,Baldwin Bikes,$24,$323
960,Genoveva Lloyd,6/18/2017,Bayside,NY,2,1499.98,Sun Bicycles Brickell Tandem 7 - 2017,Cruisers Bicycles,Baldwin Bikes,$75,"$1,425"
960,Genoveva Lloyd,6/18/2017,Bayside,NY,1,875.99,Surly Steamroller - 2017,Road Bikes,Baldwin Bikes,$88,$788
960,Genoveva Lloyd,6/18/2017,Bayside,NY,2,299.98,Trek Boy's Kickster - 2015/2017,Children Bicycles,Baldwin Bikes,$30,$270
960,Genoveva Lloyd,6/18/2017,Bayside,NY,2,2999.98,Trek Emonda S 4 - 2017,Road Bikes,Baldwin Bikes,$150,"$2,850"
961,Lizzie Joyner,6/19/2017,Coachella,CA,2,693.98,Sun Bicycles Lil Bolt Type-R - 2017,Cruisers Bicycles,Santa Cruz Bikes,$49,$645
961,Lizzie Joyner,6/19/2017,Coachella,CA,1,533.99,Sun Bicycles Streamway 7 - 2017,Comfort Bicycles,Santa Cruz Bikes,$53,$481
961,Lizzie Joyner,6/19/2017,Coachella,CA,2,10599.98,Trek Remedy 9.8 - 2017,Mountain Bikes,Santa Cruz Bikes,"$2,120","$8,480"
962,Marissa Summers,6/19/2017,Saint Albans,NY,2,979.98,Electra Townie Original 7D - 2017,Cruisers Bicycles,Baldwin Bikes,$69,$911
962,Marissa Summers,6/19/2017,Saint Albans,NY,2,693.98,Sun Bicycles Lil Bolt Type-R - 2017,Cruisers Bicycles,Baldwin Bikes,$49,$645
963,Zona Cameron,6/19/2017,East Northport,NY,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,$203,"$2,697"
964,Augustus Steele,6/20/2017,Ballston Spa,NY,1,439.99,Electra Cruiser Lux 1 - 2017,Cruisers Bicycles,Baldwin Bikes,$88,$352
964,Augustus Steele,6/20/2017,Ballston Spa,NY,1,209.99,Trek Precaliber 16 Girls - 2017,Children Bicycles,Baldwin Bikes,$42,$168
965,Jeni Farley,6/20/2017,Richmond Hill,NY,2,419.98,Trek Precaliber 16 Girls - 2017,Children Bicycles,Baldwin Bikes,$42,$378
966,Leif Short,6/20/2017,San Angelo,TX,1,749.99,Sun Bicycles Brickell Tandem 7 - 2017,Cruisers Bicycles,Rowlett Bikes,$52,$697
966,Leif Short,6/20/2017,San Angelo,TX,1,189.99,Trek Precaliber 12 Girls - 2017,Children Bicycles,Rowlett Bikes,$9,$180
967,Ebony Cotton,6/21/2017,West Babylon,NY,2,1599.98,Electra Glam Punk 3i Ladies' - 2017,Cruisers Bicycles,Baldwin Bikes,$80,"$1,520"
967,Ebony Cotton,6/21/2017,West Babylon,NY,1,250.99,Sun Bicycles Revolutions 24 - 2017,Cruisers Bicycles,Baldwin Bikes,$50,$201
967,Ebony Cotton,6/21/2017,West Babylon,NY,1,551.99,Sun Bicycles Streamway 3 - 2017,Comfort Bicycles,Baldwin Bikes,$110,$442
967,Ebony Cotton,6/21/2017,West Babylon,NY,1,189.99,Trek Precaliber 12 Boys - 2017,Children Bicycles,Baldwin Bikes,$19,$171
968,Mila Moody,6/21/2017,Troy,NY,2,3098.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,$155,"$2,943"
968,Mila Moody,6/21/2017,Troy,NY,2,9999.98,Trek Powerfly 8 FS Plus - 2017,Electric Bikes,Baldwin Bikes,$500,"$9,500"
968,Mila Moody,6/21/2017,Troy,NY,1,189.99,Trek Precaliber 12 Boys - 2017,Children Bicycles,Baldwin Bikes,$38,$152
969,Cecelia Gill,6/21/2017,Mcallen,TX,1,439.99,Electra Cruiser Lux 1 - 2017,Cruisers Bicycles,Rowlett Bikes,$88,$352
969,Cecelia Gill,6/21/2017,Mcallen,TX,1,832.99,Surly Troll Frameset - 2017,Mountain Bikes,Rowlett Bikes,$83,$750
970,Corinna Adams,6/22/2017,Rosedale,NY,1,329.99,Haro Downtown 16 - 2017,Children Bicycles,Baldwin Bikes,$33,$297
970,Corinna Adams,6/22/2017,Rosedale,NY,1,449.99,Sun Bicycles Cruz 3 - 2017,Cruisers Bicycles,Baldwin Bikes,$45,$405
970,Corinna Adams,6/22/2017,Rosedale,NY,2,6399.98,Trek Domane SL Disc Frameset - 2017,Road Bikes,Baldwin Bikes,$640,"$5,760"
970,Corinna Adams,6/22/2017,Rosedale,NY,2,2999.98,Trek Emonda S 4 - 2017,Road Bikes,Baldwin Bikes,$300,"$2,700"
971,Londa Gould,6/22/2017,Corpus Christi,TX,2,1319.98,Electra Amsterdam Original 3i - 2015/2017,Cruisers Bicycles,Rowlett Bikes,$66,"$1,254"
971,Londa Gould,6/22/2017,Corpus Christi,TX,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Rowlett Bikes,$77,"$1,023"
971,Londa Gould,6/22/2017,Corpus Christi,TX,1,549.99,Haro Flightline Two 26 Plus - 2017,Mountain Bikes,Rowlett Bikes,$110,$440
971,Londa Gould,6/22/2017,Corpus Christi,TX,2,693.98,Sun Bicycles Lil Bolt Type-R - 2017,Cruisers Bicycles,Rowlett Bikes,$49,$645
971,Londa Gould,6/22/2017,Corpus Christi,TX,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Rowlett Bikes,$180,"$3,420"
972,Claudio Wise,6/23/2017,Kingston,NY,1,489.99,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Children Bicycles,Baldwin Bikes,$98,$392
972,Claudio Wise,6/23/2017,Kingston,NY,1,3499.99,Trek Boone Race Shop Limited - 2017,Cyclocross Bicycles,Baldwin Bikes,$245,"$3,255"
973,Cindi Larson,6/24/2017,Howard Beach,NY,1,416.99,Sun Bicycles Atlas X-Type - 2017,Cruisers Bicycles,Baldwin Bikes,$29,$388
973,Cindi Larson,6/24/2017,Howard Beach,NY,2,4999.98,Surly Karate Monkey 27.5+ Frameset - 2017,Mountain Bikes,Baldwin Bikes,$500,"$4,500"
973,Cindi Larson,6/24/2017,Howard Beach,NY,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,$580,"$5,220"
973,Cindi Larson,6/24/2017,Howard Beach,NY,2,10599.98,Trek Remedy 9.8 - 2017,Mountain Bikes,Baldwin Bikes,$530,"$10,070"
974,Julienne Moody,6/24/2017,Fort Worth,TX,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Rowlett Bikes,$108,$432
974,Julienne Moody,6/24/2017,Fort Worth,TX,2,939.98,Surly Wednesday Frameset - 2017,Mountain Bikes,Rowlett Bikes,$94,$846
975,Lavinia Cotton,6/25/2017,East Northport,NY,2,941.98,Sun Bicycles Drifter 7 - 2017,Comfort Bicycles,Baldwin Bikes,$188,$754
976,Myrl Gay,6/25/2017,Garland,TX,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Rowlett Bikes,$120,"$1,080"
976,Myrl Gay,6/25/2017,Garland,TX,1,1499.99,Trek Stache 5 - 2017,Mountain Bikes,Rowlett Bikes,$105,"$1,395"
977,Alfredo Dodson,6/26/2017,Depew,NY,2,1523.98,Sun Bicycles Brickell Tandem CB - 2017,Cruisers Bicycles,Baldwin Bikes,$76,"$1,448"
977,Alfredo Dodson,6/26/2017,Depew,NY,2,833.98,Sun Bicycles Cruz 7 - 2017,Cruisers Bicycles,Baldwin Bikes,$42,$792
977,Alfredo Dodson,6/26/2017,Depew,NY,1,999.99,Surly Big Dummy Frameset - 2017,Mountain Bikes,Baldwin Bikes,$50,$950
977,Alfredo Dodson,6/26/2017,Depew,NY,2,1751.98,Surly Steamroller - 2017,Road Bikes,Baldwin Bikes,$175,"$1,577"
978,Raphael O'neil,6/26/2017,Fairport,NY,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,$200,$800
978,Raphael O'neil,6/26/2017,Fairport,NY,2,899.98,Sun Bicycles Cruz 3 - 2017,Comfort Bicycles,Baldwin Bikes,$45,$855
978,Raphael O'neil,6/26/2017,Fairport,NY,2,899.98,Sun Bicycles Cruz 3 - Women's - 2017,Comfort Bicycles,Baldwin Bikes,$45,$855
979,Romeo Steele,6/26/2017,Port Jefferson Station,NY,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,$110,$990
979,Romeo Steele,6/26/2017,Port Jefferson Station,NY,2,833.98,Sun Bicycles Atlas X-Type - 2017,Cruisers Bicycles,Baldwin Bikes,$167,$667
979,Romeo Steele,6/26/2017,Port Jefferson Station,NY,1,875.99,Surly Steamroller - 2017,Road Bikes,Baldwin Bikes,$175,$701
979,Romeo Steele,6/26/2017,Port Jefferson Station,NY,1,2699.99,Trek Domane S 6 - 2017,Road Bikes,Baldwin Bikes,$135,"$2,565"
980,Bettie Glover,6/26/2017,Euless,TX,1,489.99,Electra Townie Original 7D - 2017,Cruisers Bicycles,Rowlett Bikes,$49,$441
980,Bettie Glover,6/26/2017,Euless,TX,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Rowlett Bikes,$300,"$2,700"
980,Bettie Glover,6/26/2017,Euless,TX,2,6999.98,Trek Domane SL 6 - 2017,Road Bikes,Rowlett Bikes,"$1,400","$5,600"
981,Cecilia Camacho,6/26/2017,Desoto,TX,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Rowlett Bikes,$38,$502
981,Cecilia Camacho,6/26/2017,Desoto,TX,2,599.98,"Electra Girl's Hawaii 1 16"" - 2017",Children Bicycles,Rowlett Bikes,$30,$570
981,Cecilia Camacho,6/26/2017,Desoto,TX,1,832.99,Sun Bicycles Spider 3i - 2017,Mountain Bikes,Rowlett Bikes,$83,$750
981,Cecilia Camacho,6/26/2017,Desoto,TX,2,1665.98,Surly Troll Frameset - 2017,Mountain Bikes,Rowlett Bikes,$167,"$1,499"
981,Cecilia Camacho,6/26/2017,Desoto,TX,1,4999.99,Trek Powerfly 8 FS Plus - 2017,Electric Bikes,Rowlett Bikes,$350,"$4,650"
982,Dollie Cervantes,6/26/2017,Fort Worth,TX,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Rowlett Bikes,$54,$486
982,Dollie Cervantes,6/26/2017,Fort Worth,TX,1,470.99,Sun Bicycles Drifter 7 - 2017,Comfort Bicycles,Rowlett Bikes,$33,$438
982,Dollie Cervantes,6/26/2017,Fort Worth,TX,1,875.99,Surly Steamroller - 2017,Road Bikes,Rowlett Bikes,$61,$815
982,Dollie Cervantes,6/26/2017,Fort Worth,TX,2,9999.98,Trek Fuel EX 9.8 29 - 2017,Mountain Bikes,Rowlett Bikes,$500,"$9,500"
983,Vito Pickett,6/27/2017,Canandaigua,NY,2,2199.98,Electra Amsterdam Fashion 7i Ladies' - 2017,Cruisers Bicycles,Baldwin Bikes,$154,"$2,046"
983,Vito Pickett,6/27/2017,Canandaigua,NY,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,$240,$960
983,Vito Pickett,6/27/2017,Canandaigua,NY,1,449.99,Sun Bicycles Cruz 3 - 2017,Cruisers Bicycles,Baldwin Bikes,$31,$418
983,Vito Pickett,6/27/2017,Canandaigua,NY,1,3499.99,Trek Boone Race Shop Limited - 2017,Cyclocross Bicycles,Baldwin Bikes,$350,"$3,150"
983,Vito Pickett,6/27/2017,Canandaigua,NY,1,189.99,Trek Precaliber 12 Girls - 2017,Children Bicycles,Baldwin Bikes,$9,$180
984,Victor Pittman,6/27/2017,Astoria,NY,2,2199.98,Electra Amsterdam Fashion 7i Ladies' - 2017,Cruisers Bicycles,Baldwin Bikes,$440,"$1,760"
984,Victor Pittman,6/27/2017,Astoria,NY,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,$55,$495
984,Victor Pittman,6/27/2017,Astoria,NY,1,449.99,Sun Bicycles Cruz 3 - 2017,Cruisers Bicycles,Baldwin Bikes,$90,$360
984,Victor Pittman,6/27/2017,Astoria,NY,1,470.99,Sun Bicycles Drifter 7 - Women's - 2017,Comfort Bicycles,Baldwin Bikes,$94,$377
985,Effie Jenkins,6/30/2017,Brentwood,NY,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,$185,"$2,457"
985,Effie Jenkins,6/30/2017,Brentwood,NY,2,1295.98,Sun Bicycles Biscayne Tandem CB - 2017,Cruisers Bicycles,Baldwin Bikes,$65,"$1,231"
985,Effie Jenkins,6/30/2017,Brentwood,NY,1,2599.99,Trek Domane S 5 Disc - 2017,Road Bikes,Baldwin Bikes,$520,"$2,080"
986,Vernell Goff,6/30/2017,Monroe,NY,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,$84,"$1,116"
986,Vernell Goff,6/30/2017,Monroe,NY,1,647.99,Sun Bicycles Biscayne Tandem CB - 2017,Cruisers Bicycles,Baldwin Bikes,$32,$616
986,Vernell Goff,6/30/2017,Monroe,NY,1,189.99,Trek Precaliber 12 Boys - 2017,Children Bicycles,Baldwin Bikes,$19,$171
987,Jeanie Kirkland,7/2/2017,Santa Clara,CA,1,761.99,Sun Bicycles Brickell Tandem CB - 2017,Cruisers Bicycles,Santa Cruz Bikes,$53,$709
987,Jeanie Kirkland,7/2/2017,Santa Clara,CA,2,3119.98,Sun Bicycles ElectroLite - 2017,Electric Bikes,Santa Cruz Bikes,$624,"$2,496"
987,Jeanie Kirkland,7/2/2017,Santa Clara,CA,2,12999.98,Trek Silque SLR 8 Women's - 2017,Road Bikes,Santa Cruz Bikes,"$1,300","$11,700"
988,Honey Camacho,7/2/2017,Bayside,NY,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,$77,"$1,023"
988,Honey Camacho,7/2/2017,Bayside,NY,1,549.99,Haro Flightline Two 26 Plus - 2017,Mountain Bikes,Baldwin Bikes,$38,$511
988,Honey Camacho,7/2/2017,Bayside,NY,1,832.99,Sun Bicycles Spider 3i - 2017,Mountain Bikes,Baldwin Bikes,$167,$666
989,Deandrea Vega,7/2/2017,Yonkers,NY,1,659.99,Electra Amsterdam Original 3i - 2015/2017,Cruisers Bicycles,Baldwin Bikes,$66,$594
989,Deandrea Vega,7/2/2017,Yonkers,NY,1,299.99,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Children Bicycles,Baldwin Bikes,$15,$285
989,Deandrea Vega,7/2/2017,Yonkers,NY,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,$132,"$1,189"
989,Deandrea Vega,7/2/2017,Yonkers,NY,2,219.98,Sun Bicycles Lil Kitt'n - 2017,Children Bicycles,Baldwin Bikes,$15,$205
989,Deandrea Vega,7/2/2017,Yonkers,NY,1,999.99,Surly Big Dummy Frameset - 2017,Mountain Bikes,Baldwin Bikes,$100,$900
990,Lolita O'neill,7/4/2017,Massapequa Park,NY,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,$54,$486
990,Lolita O'neill,7/4/2017,Massapequa Park,NY,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,$188,$752
990,Lolita O'neill,7/4/2017,Massapequa Park,NY,1,349.99,Trek Precaliber 24 (21-Speed) - Girls - 2017,Children Bicycles,Baldwin Bikes,$35,$315
990,Lolita O'neill,7/4/2017,Massapequa Park,NY,1,999.99,Trek X-Caliber 8 - 2017,Mountain Bikes,Baldwin Bikes,$100,$900
991,Hermila Mckay,7/6/2017,Coachella,CA,1,402.99,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,Cruisers Bicycles,Santa Cruz Bikes,$81,$322
991,Hermila Mckay,7/6/2017,Coachella,CA,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Santa Cruz Bikes,"$1,200","$4,800"
991,Hermila Mckay,7/6/2017,Coachella,CA,1,469.99,Trek Session DH 27.5 Carbon Frameset - 2017,Mountain Bikes,Santa Cruz Bikes,$94,$376
